dataset,model,n_attacks,aux_cols,n_neighbors,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.1964
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,False,0.0,0.0,0.2298
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.0911
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",2,False,0.0,0.0,0.147
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.1747
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",4,False,0.0,0.0,0.1747
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",5,False,0.0,0.0,0.2023
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.0771
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.167
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",3,False,0.0,0.0,0.1747
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",4,False,0.0,0.0,0.1747
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",5,False,0.0,0.0,0.2023
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",1,False,0.0,0.0,0.1191
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",2,False,0.0,0.0,0.1453
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",3,True,0.0,0.0,0.2052
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",4,True,0.0,0.0,0.3314
elliptic,edge,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",5,True,0.0,0.0,0.5855
ego-facebook,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.4093
ego-facebook,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.5067,0.0506,0.9628
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.4093
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.2551,0.0,0.8147
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.2551,0.0,0.8147
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.4093
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.3809,0.0,0.8951
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.5067,0.0506,0.9628
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.4093
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.1689,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.1689,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.3378,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.5067,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.7214
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",2,True,0.1689,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",3,True,0.1689,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",4,True,0.5067,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",5,True,0.6756,0.2579,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",1,False,0.0,0.0,0.7214
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",2,True,0.1689,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",3,True,0.1689,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",4,True,0.5067,0.0,1.0
ego-facebook,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",5,True,0.6756,0.2579,1.0
ego-twitter,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.0489
ego-twitter,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,False,0.0,0.0,0.0639
ego-twitter,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,False,0.0,0.0,0.0934
ego-twitter,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,False,0.0,0.0,0.1072
ego-twitter,spectre,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,False,0.0,0.0,0.1762
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0898
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.1349
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.2243
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.2212
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.2799
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0489
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.0512
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,False,0.0,0.0,0.0894
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.1683
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.2596
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0789
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0088,0.0,0.1599
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.2143
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.2596
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.4398
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0937
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",2,True,0.0224,0.0,0.1738
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.2522
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.3157
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.5098
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",1,True,0.0088,0.0,0.1599
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",2,True,0.0,0.0,0.2005
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",3,True,0.0,0.0,0.2192
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",4,True,0.0,0.0,0.3202
ego-twitter,spectre,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",5,True,0.0774,0.0,0.4708
ego-twitter,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.0615
ego-twitter,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.1756
ego-twitter,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0333,0.0,0.2831
ego-twitter,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.1058,0.0,0.4296
ego-twitter,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0647,0.0,0.5337
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0937
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.1451
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.3289
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.4072
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.543
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0639
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0281,0.0,0.1377
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0544,0.0,0.2714
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0295,0.0,0.3721
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.4389
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.0489
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0088,0.0,0.1599
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.2419
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.2712
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.3909
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.0639
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",2,True,0.0632,0.0,0.2153
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",3,True,0.0651,0.0,0.3106
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.3247
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.4235
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",1,True,0.0022,0.0,0.1084
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",2,True,0.0,0.0,0.1987
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",3,True,0.0,0.0,0.3746
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",4,True,0.1137,0.0,0.6015
ego-twitter,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",5,True,0.5723,0.2921,0.8525
elliptic,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.1744
elliptic,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.3298
elliptic,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.5345
elliptic,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.719
elliptic,gran,-1,"(['avg_clustering'], ['avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.8939
elliptic,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.1204
elliptic,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.2575
elliptic,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0,0.0,0.5345
elliptic,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.7528
elliptic,gran,-1,"(['avg_clustering', 'avg_deg'], ['avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,1.0
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",1,False,0.0,0.0,0.1074
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.2782
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.1337,0.0,0.5387
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.0,0.0,0.6593
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len'], ['deg_assortativity_coef', 'diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.0,0.0,0.8939
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.167
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.1964
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",3,True,0.0556,0.0,0.3384
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",4,True,0.1148,0.0,0.3918
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef'], ['diameter', 'n_nodes', 'radius', 'transitivity'])",5,True,0.2923,0.0364,0.5482
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",1,True,0.0,0.0,0.167
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",2,True,0.0,0.0,0.1964
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",3,True,0.0556,0.0,0.3384
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",4,False,0.1444,0.0,0.4183
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter'], ['n_nodes', 'radius', 'transitivity'])",5,False,0.2627,0.0029,0.5226
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",1,False,0.0,0.0,0.1191
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",2,False,0.0,0.0,0.1744
elliptic,gran,-1,"(['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes'], ['radius', 'transitivity'])",3,True,0.0,0.0,0.2517
