dataset,model,n_attacks,struct_attrs,embed,n_cols,feat_attr,min_matching_syns,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
ego-twitter,grum,500,all,False,5,False,1,True,0.0343,0.0,0.0776
ego-twitter,edge,500,all,False,5,False,2,True,0.0399,0.0,0.0983
ego-twitter,ggsd,500,all,False,5,False,2,True,0.0,0.0,0.0186
ego-twitter,grum,500,all,False,5,False,2,True,0.0292,0.0,0.0757
ego-twitter,edge,500,all,False,5,False,3,True,0.0474,0.0,0.1063
ego-twitter,ggsd,500,all,False,5,False,3,True,0.0,0.0,0.0252
ego-twitter,grum,500,all,False,5,False,3,True,0.1163,0.0671,0.1655
ego-twitter,edge,500,all,False,5,False,4,True,0.0274,0.0,0.0798
ego-twitter,ggsd,500,all,False,5,False,4,True,0.0025,0.0,0.031
ego-twitter,grum,500,all,False,5,False,4,True,0.0938,0.0431,0.1445
ego-twitter,edge,500,all,False,5,False,5,True,0.0218,0.0,0.0774
ego-twitter,ggsd,500,all,False,5,False,5,True,0.0,0.0,0.0188
ego-twitter,grum,500,all,False,5,False,5,True,0.1108,0.0586,0.163
ego-twitter,edge,500,all,False,6,False,1,True,0.0611,0.0094,0.1128
ego-twitter,ggsd,500,all,False,6,False,1,True,0.0,0.0,0.0143
ego-twitter,grum,500,all,False,6,False,1,True,0.0876,0.0414,0.1338
ego-twitter,edge,500,all,False,6,False,2,True,0.0499,0.0,0.1055
ego-twitter,ggsd,500,all,False,6,False,2,True,0.0,0.0,0.0186
ego-twitter,grum,500,all,False,6,False,2,True,0.0785,0.033,0.124
ego-twitter,edge,500,all,False,6,False,3,True,0.0756,0.0254,0.1257
ego-twitter,ggsd,500,all,False,6,False,3,True,0.0,0.0,0.022
ego-twitter,grum,500,all,False,6,False,3,True,0.0867,0.0365,0.1369
ego-twitter,edge,500,all,False,6,False,4,True,0.0517,0.0006,0.1027
ego-twitter,ggsd,500,all,False,6,False,4,True,0.0,0.0,0.0203
ego-twitter,grum,500,all,False,6,False,4,True,0.0773,0.0278,0.1269
ego-twitter,edge,500,all,False,6,False,5,True,0.0708,0.0211,0.1204
ego-twitter,ggsd,500,all,False,6,False,5,True,0.0,0.0,0.022
ego-twitter,grum,500,all,False,6,False,5,True,0.1359,0.0849,0.1869
ego-twitter,edge,500,all,False,1,True,1,True,0.0102,0.0,0.0262
ego-twitter,ggsd,500,all,False,1,True,1,False,0.002,0.0,0.0087
ego-twitter,grum,500,all,False,1,True,1,True,0.0122,0.0,0.0287
ego-twitter,edge,500,all,False,1,True,2,True,0.0359,0.0061,0.0657
ego-twitter,ggsd,500,all,False,1,True,2,True,0.014,0.0012,0.0268
ego-twitter,grum,500,all,False,1,True,2,True,0.0318,0.0024,0.0611
ego-twitter,edge,500,all,False,1,True,3,True,0.0228,0.0,0.0602
ego-twitter,ggsd,500,all,False,1,True,3,True,0.01,0.0,0.0202
ego-twitter,grum,500,all,False,1,True,3,True,0.0246,0.0,0.0597
ego-twitter,edge,500,all,False,1,True,4,True,0.0689,0.0314,0.1065
ego-twitter,ggsd,500,all,False,1,True,4,True,0.012,0.0,0.0242
ego-twitter,grum,500,all,False,1,True,4,True,0.0402,0.0012,0.0792
ego-twitter,edge,500,all,False,1,True,5,True,0.0361,0.0,0.0757
ego-twitter,ggsd,500,all,False,1,True,5,True,0.0139,0.0024,0.0255
ego-twitter,grum,500,all,False,1,True,5,True,0.051,0.0113,0.0906
ego-twitter,edge,500,all,False,2,True,1,True,0.0684,0.0228,0.1141
ego-twitter,ggsd,500,all,False,2,True,1,False,0.01,0.0,0.0216
ego-twitter,grum,500,all,False,2,True,1,True,0.0672,0.0289,0.1054
ego-twitter,edge,500,all,False,2,True,2,True,0.1125,0.0628,0.1623
ego-twitter,ggsd,500,all,False,2,True,2,False,0.012,0.0,0.0242
ego-twitter,grum,500,all,False,2,True,2,True,0.0568,0.0184,0.0952
ego-twitter,edge,500,all,False,2,True,3,True,0.1356,0.0868,0.1845
ego-twitter,ggsd,500,all,False,2,True,3,False,0.012,0.0,0.0242
ego-twitter,grum,500,all,False,2,True,3,True,0.0791,0.0417,0.1166
ego-twitter,edge,500,all,False,2,True,4,True,0.0943,0.0486,0.14
ego-twitter,ggsd,500,all,False,2,True,4,False,0.0021,0.0,0.0138
ego-twitter,grum,500,all,False,2,True,4,True,0.128,0.0849,0.1711
ego-twitter,edge,500,all,False,2,True,5,True,0.128,0.0781,0.1779
ego-twitter,ggsd,500,all,False,2,True,5,False,0.0182,0.0014,0.035
ego-twitter,grum,500,all,False,2,True,5,True,0.103,0.06,0.146
ego-twitter,edge,500,all,False,3,True,1,True,0.1031,0.0514,0.1548
ego-twitter,ggsd,500,all,False,3,True,1,False,0.0062,0.0,0.0213
ego-twitter,grum,500,all,False,3,True,1,True,0.0571,0.0179,0.0964
ego-twitter,edge,500,all,False,3,True,2,True,0.0919,0.0402,0.1437
ego-twitter,ggsd,500,all,False,3,True,2,False,0.0161,0.0007,0.0316
ego-twitter,grum,500,all,False,3,True,2,True,0.1095,0.069,0.15
ego-twitter,edge,500,all,False,3,True,3,True,0.163,0.1145,0.2115
ego-twitter,ggsd,500,all,False,3,True,3,False,0.0181,0.0022,0.0341
ego-twitter,grum,500,all,False,3,True,3,True,0.0968,0.0506,0.1429
ego-twitter,edge,500,all,False,3,True,4,True,0.0895,0.0413,0.1378
ego-twitter,ggsd,500,all,False,3,True,4,False,0.0102,0.0,0.0252
ego-twitter,grum,500,all,False,3,True,4,True,0.1002,0.0522,0.1482
ego-twitter,edge,500,all,False,3,True,5,True,0.1108,0.0579,0.1637
ego-twitter,ggsd,500,all,False,3,True,5,False,0.0,0.0,0.0083
ego-twitter,grum,500,all,False,3,True,5,True,0.1329,0.0889,0.177
ego-twitter,edge,500,all,False,4,True,1,True,0.1333,0.0867,0.1799
ego-twitter,ggsd,500,all,False,4,True,1,False,0.0161,0.0016,0.0305
ego-twitter,grum,500,all,False,4,True,1,True,0.0727,0.0314,0.1141
ego-twitter,edge,500,all,False,4,True,2,True,0.1327,0.0846,0.1809
ego-twitter,ggsd,500,all,False,4,True,2,False,0.014,0.0012,0.0268
ego-twitter,grum,500,all,False,4,True,2,True,0.1274,0.0826,0.1721
ego-twitter,edge,500,all,False,4,True,3,True,0.1342,0.0805,0.188
ego-twitter,ggsd,500,all,False,4,True,3,False,0.0163,0.0,0.0336
ego-twitter,grum,500,all,False,4,True,3,True,0.1162,0.075,0.1573
ego-twitter,edge,500,all,False,4,True,4,True,0.1263,0.0737,0.179
ego-twitter,ggsd,500,all,False,4,True,4,False,0.0082,0.0,0.0238
ego-twitter,grum,500,all,False,4,True,4,True,0.1331,0.0846,0.1815
ego-twitter,edge,500,all,False,4,True,5,True,0.1474,0.0958,0.199
ego-twitter,ggsd,500,all,False,4,True,5,False,0.0123,0.0,0.0297
ego-twitter,grum,500,all,False,4,True,5,True,0.1782,0.1309,0.2254
ego-twitter,edge,500,all,False,5,True,1,True,0.1122,0.0629,0.1616
ego-twitter,ggsd,500,all,False,5,True,1,True,0.0202,0.0029,0.0375
ego-twitter,grum,500,all,False,5,True,1,True,0.1153,0.0752,0.1554
ego-twitter,edge,500,all,False,5,True,2,True,0.1337,0.0846,0.1828
ego-twitter,ggsd,500,all,False,5,True,2,False,0.0082,0.0,0.0238
ego-twitter,grum,500,all,False,5,True,2,True,0.0904,0.0441,0.1366
ego-twitter,edge,500,all,False,5,True,3,True,0.0775,0.0272,0.1278
ego-twitter,ggsd,500,all,False,5,True,3,False,0.0142,0.0,0.0301
ego-twitter,grum,500,all,False,5,True,3,True,0.1465,0.0994,0.1936
ego-twitter,edge,500,all,False,5,True,4,True,0.1021,0.0517,0.1524
ego-twitter,ggsd,500,all,False,5,True,4,False,0.0141,0.0,0.0291
ego-twitter,grum,500,all,False,5,True,4,True,0.1181,0.0745,0.1618
ego-twitter,edge,500,all,False,5,True,5,True,0.1511,0.0965,0.2058
ego-twitter,ggsd,500,all,False,5,True,5,False,0.0163,0.0,0.0345
ego-twitter,grum,500,all,False,5,True,5,True,0.1315,0.0803,0.1828
ego-twitter,edge,500,all,False,6,True,1,True,0.0634,0.01,0.1167
ego-twitter,ggsd,500,all,False,6,True,1,False,0.0142,0.0,0.0301
ego-twitter,grum,500,all,False,6,True,1,True,0.0972,0.0567,0.1377
ego-twitter,edge,500,all,False,6,True,2,True,0.0923,0.0432,0.1413
ego-twitter,ggsd,500,all,False,6,True,2,False,0.0121,0.0,0.0266
ego-twitter,grum,500,all,False,6,True,2,True,0.151,0.1093,0.1926
ego-twitter,edge,500,all,False,6,True,3,True,0.1283,0.0781,0.1785
ego-twitter,ggsd,500,all,False,6,True,3,False,0.0221,0.0053,0.0389
ego-twitter,grum,500,all,False,6,True,3,True,0.1111,0.0684,0.1538
ego-twitter,edge,500,all,False,6,True,4,True,0.0978,0.0442,0.1513
ego-twitter,ggsd,500,all,False,6,True,4,True,0.0325,0.0114,0.0535
ego-twitter,grum,500,all,False,6,True,4,True,0.1265,0.0828,0.1702
ego-twitter,edge,500,all,False,6,True,5,True,0.1289,0.0738,0.1841
ego-twitter,ggsd,500,all,False,6,True,5,True,0.0262,0.0085,0.0438
ego-twitter,grum,500,all,False,6,True,5,True,0.1568,0.1082,0.2054
ego-twitter,edge,500,all,False,7,True,1,True,0.1114,0.063,0.1598
ego-twitter,ggsd,500,all,False,7,True,1,True,0.0282,0.0101,0.0462
ego-twitter,grum,500,all,False,7,True,1,True,0.0936,0.0522,0.135
ego-twitter,edge,500,all,False,7,True,2,True,0.1254,0.0737,0.177
ego-twitter,ggsd,500,all,False,7,True,2,True,0.0284,0.008,0.0488
ego-twitter,grum,500,all,False,7,True,2,True,0.1149,0.07,0.1598
ego-twitter,edge,500,all,False,7,True,3,True,0.1368,0.0848,0.1887
ego-twitter,ggsd,500,all,False,7,True,3,True,0.0123,0.0,0.0297
ego-twitter,grum,500,all,False,7,True,3,True,0.1696,0.1241,0.2151
ego-twitter,edge,500,all,False,7,True,4,True,0.0888,0.0351,0.1424
ego-twitter,ggsd,500,all,False,7,True,4,True,0.0246,0.0028,0.0465
ego-twitter,grum,500,all,False,7,True,4,True,0.1413,0.0932,0.1894
ego-twitter,edge,500,all,False,7,True,5,True,0.1527,0.1021,0.2033
ego-twitter,ggsd,500,all,False,7,True,5,True,0.0104,0.0,0.0299
ego-twitter,grum,500,all,False,7,True,5,True,0.197,0.1484,0.2456
ego-twitter,edge,500,all,False,8,True,1,True,0.0998,0.0495,0.1501
ego-twitter,ggsd,500,all,False,8,True,1,True,0.0043,0.0,0.0218
ego-twitter,grum,500,all,False,8,True,1,True,0.097,0.0569,0.1371
ego-twitter,edge,500,all,False,8,True,2,True,0.1023,0.0516,0.153
ego-twitter,ggsd,500,all,False,8,True,2,True,0.0403,0.0194,0.0612
ego-twitter,grum,500,all,False,8,True,2,True,0.1189,0.0768,0.1609
ego-twitter,edge,500,all,False,8,True,3,True,0.1328,0.0825,0.1831
ego-twitter,ggsd,500,all,False,8,True,3,True,0.0304,0.0097,0.0511
ego-twitter,grum,500,all,False,8,True,3,True,0.1391,0.0951,0.183
ego-twitter,edge,500,all,False,8,True,4,True,0.103,0.0487,0.1573
ego-twitter,ggsd,500,all,False,8,True,4,True,0.0263,0.0071,0.0456
ego-twitter,grum,500,all,False,8,True,4,True,0.1451,0.0993,0.1909
ego-twitter,edge,500,all,False,8,True,5,True,0.1266,0.0737,0.1796
ego-twitter,ggsd,500,all,False,8,True,5,True,0.0244,0.0047,0.0441
ego-twitter,grum,500,all,False,8,True,5,True,0.1578,0.1118,0.2037
ego-twitter,edge,500,all,False,9,True,1,True,0.0362,0.0,0.0838
ego-twitter,ggsd,500,all,False,9,True,1,True,0.0361,0.0173,0.0548
ego-twitter,grum,500,all,False,9,True,1,True,0.1036,0.0569,0.1504
ego-twitter,edge,500,all,False,9,True,2,True,0.0599,0.0139,0.1059
ego-twitter,ggsd,500,all,False,9,True,2,True,0.0181,0.0022,0.0341
ego-twitter,grum,500,all,False,9,True,2,True,0.1098,0.0661,0.1534
ego-twitter,edge,500,all,False,9,True,3,True,0.1512,0.1001,0.2023
ego-twitter,ggsd,500,all,False,9,True,3,True,0.0223,0.0038,0.0408
ego-twitter,grum,500,all,False,9,True,3,True,0.1634,0.1197,0.2071
ego-twitter,edge,500,all,False,9,True,4,True,0.112,0.0629,0.161
ego-twitter,ggsd,500,all,False,9,True,4,True,0.0441,0.0239,0.0642
ego-twitter,grum,500,all,False,9,True,4,True,0.1239,0.0784,0.1695
ego-twitter,edge,500,all,False,9,True,5,True,0.1742,0.1223,0.2261
ego-twitter,ggsd,500,all,False,9,True,5,True,0.0325,0.0108,0.0543
ego-twitter,grum,500,all,False,9,True,5,True,0.1781,0.1294,0.2267
ego-twitter,edge,500,all,False,10,True,1,True,0.1194,0.067,0.1719
ego-twitter,ggsd,500,all,False,10,True,1,True,0.0364,0.0154,0.0574
ego-twitter,grum,500,all,False,10,True,1,True,0.1181,0.0745,0.1618
ego-twitter,edge,500,all,False,10,True,2,True,0.1228,0.0715,0.1741
ego-twitter,ggsd,500,all,False,10,True,2,True,0.0323,0.0127,0.0518
ego-twitter,grum,500,all,False,10,True,2,True,0.1204,0.079,0.1618
ego-twitter,edge,500,all,False,10,True,3,True,0.1325,0.0804,0.1847
ego-twitter,ggsd,500,all,False,10,True,3,True,0.0346,0.0125,0.0566
ego-twitter,grum,500,all,False,10,True,3,True,0.1391,0.0951,0.183
ego-twitter,edge,500,all,False,10,True,4,True,0.1624,0.1127,0.212
ego-twitter,ggsd,500,all,False,10,True,4,True,0.0421,0.0222,0.0619
ego-twitter,grum,500,all,False,10,True,4,True,0.1598,0.1105,0.209
ego-twitter,edge,500,all,False,10,True,5,True,0.1286,0.0781,0.1791
ego-twitter,ggsd,500,all,False,10,True,5,True,0.0305,0.0091,0.052
ego-twitter,grum,500,all,False,10,True,5,True,0.1679,0.1221,0.2136
ego-twitter,edge,500,all,False,11,True,1,True,0.1324,0.0846,0.1802
ego-twitter,ggsd,500,all,False,11,True,1,True,0.0242,0.0062,0.0423
ego-twitter,grum,500,all,False,11,True,1,True,0.1194,0.0767,0.1621
ego-twitter,edge,500,all,False,11,True,2,True,0.0757,0.0286,0.1227
ego-twitter,ggsd,500,all,False,11,True,2,True,0.0325,0.0108,0.0543
ego-twitter,grum,500,all,False,11,True,2,True,0.1146,0.0728,0.1564
ego-twitter,edge,500,all,False,11,True,3,True,0.1136,0.0652,0.1621
ego-twitter,ggsd,500,all,False,11,True,3,True,0.0322,0.0134,0.051
ego-twitter,grum,500,all,False,11,True,3,True,0.1476,0.1015,0.1938
ego-twitter,edge,500,all,False,11,True,4,True,0.1041,0.0539,0.1542
ego-twitter,ggsd,500,all,False,11,True,4,True,0.0502,0.0284,0.072
ego-twitter,grum,500,all,False,11,True,4,True,0.1719,0.1231,0.2206
ego-twitter,edge,500,all,False,11,True,5,True,0.1365,0.0828,0.1903
ego-twitter,ggsd,500,all,False,11,True,5,True,0.0362,0.0167,0.0557
ego-twitter,grum,500,all,False,11,True,5,True,0.1342,0.0889,0.1796
ego-twitter,edge,500,all,False,12,True,1,True,0.0808,0.0325,0.1291
ego-twitter,ggsd,500,all,False,12,True,1,True,0.0303,0.0104,0.0503
ego-twitter,grum,500,all,False,12,True,1,True,0.1201,0.0791,0.1612
ego-twitter,edge,500,all,False,12,True,2,True,0.1524,0.1057,0.199
ego-twitter,ggsd,500,all,False,12,True,2,True,0.0303,0.011,0.0495
ego-twitter,grum,500,all,False,12,True,2,True,0.1645,0.1198,0.2092
ego-twitter,edge,500,all,False,12,True,3,True,0.1094,0.0608,0.1581
ego-twitter,ggsd,500,all,False,12,True,3,True,0.0364,0.0154,0.0574
ego-twitter,grum,500,all,False,12,True,3,True,0.1484,0.1034,0.1934
ego-twitter,edge,500,all,False,12,True,4,True,0.1226,0.0738,0.1713
ego-twitter,ggsd,500,all,False,12,True,4,True,0.0325,0.0114,0.0535
ego-twitter,grum,500,all,False,12,True,4,True,0.1495,0.1035,0.1954
ego-twitter,edge,500,all,False,12,True,5,True,0.1083,0.0557,0.1608
ego-twitter,ggsd,500,all,False,12,True,5,True,0.0423,0.021,0.0636
ego-twitter,grum,500,all,False,12,True,5,True,0.1907,0.1462,0.2352
ego-twitter,edge,500,all,False,13,True,1,True,0.0877,0.0388,0.1366
ego-twitter,ggsd,500,all,False,13,True,1,True,0.0307,0.0079,0.0535
ego-twitter,grum,500,all,False,13,True,1,True,0.0956,0.0544,0.1367
ego-twitter,edge,500,all,False,13,True,2,True,0.1209,0.0716,0.1703
ego-twitter,ggsd,500,all,False,13,True,2,True,0.0404,0.0188,0.062
ego-twitter,grum,500,all,False,13,True,2,True,0.1198,0.0792,0.1605
ego-twitter,edge,500,all,False,13,True,3,True,0.1083,0.0611,0.1556
ego-twitter,ggsd,500,all,False,13,True,3,True,0.0402,0.02,0.0604
ego-twitter,grum,500,all,False,13,True,3,True,0.1338,0.0911,0.1766
ego-twitter,edge,500,all,False,13,True,4,True,0.1423,0.0932,0.1914
ego-twitter,ggsd,500,all,False,13,True,4,True,0.0324,0.012,0.0527
ego-twitter,grum,500,all,False,13,True,4,True,0.1831,0.1397,0.2264
ego-twitter,edge,500,all,False,13,True,5,True,0.1337,0.0846,0.1828
ego-twitter,ggsd,500,all,False,13,True,5,True,0.0587,0.0338,0.0835
ego-twitter,grum,500,all,False,13,True,5,True,0.1686,0.1223,0.215
ego-twitter,edge,500,all,False,14,True,1,True,0.1035,0.0598,0.1472
ego-twitter,ggsd,500,all,False,14,True,1,True,0.0587,0.0338,0.0835
ego-twitter,grum,500,all,False,14,True,1,True,0.0979,0.0563,0.1396
ego-twitter,edge,500,all,False,14,True,2,True,0.1235,0.0737,0.1732
ego-twitter,ggsd,500,all,False,14,True,2,True,0.0406,0.0177,0.0636
ego-twitter,grum,500,all,False,14,True,2,True,0.0721,0.0277,0.1164
ego-twitter,edge,500,all,False,14,True,3,True,0.1077,0.0585,0.157
ego-twitter,ggsd,500,all,False,14,True,3,True,0.0505,0.0273,0.0736
ego-twitter,grum,500,all,False,14,True,3,True,0.1199,0.0741,0.1656
ego-twitter,edge,500,all,False,14,True,4,True,0.126,0.0759,0.1762
ego-twitter,ggsd,500,all,False,14,True,4,True,0.0365,0.0148,0.0582
ego-twitter,grum,500,all,False,14,True,4,True,0.1516,0.1075,0.1958
ego-twitter,edge,500,all,False,14,True,5,True,0.1025,0.0544,0.1505
ego-twitter,ggsd,500,all,False,14,True,5,True,0.0165,0.0,0.0371
ego-twitter,grum,500,all,False,14,True,5,True,0.1397,0.0911,0.1884
ego-twitter,edge,500,all,False,15,True,1,True,0.0379,0.0,0.0908
ego-twitter,ggsd,500,all,False,15,True,1,True,0.037,0.0121,0.0619
ego-twitter,grum,500,all,False,15,True,1,True,0.0975,0.0534,0.1416
ego-twitter,edge,500,all,False,15,True,2,True,0.1155,0.0699,0.1611
ego-twitter,ggsd,500,all,False,15,True,2,True,0.037,0.0121,0.0619
ego-twitter,grum,500,all,False,15,True,2,True,0.1317,0.0868,0.1767
ego-twitter,edge,500,all,False,15,True,3,True,0.1385,0.089,0.1881
ego-twitter,ggsd,500,all,False,15,True,3,True,0.065,0.0383,0.0918
ego-twitter,grum,500,all,False,15,True,3,True,0.1252,0.0806,0.1699
ego-twitter,edge,500,all,False,15,True,4,True,0.1164,0.0672,0.1656
ego-twitter,ggsd,500,all,False,15,True,4,True,0.0386,0.0159,0.0613
ego-twitter,grum,500,all,False,15,True,4,True,0.1843,0.1371,0.2314
ego-twitter,edge,500,all,False,15,True,5,True,0.0875,0.0424,0.1325
ego-twitter,ggsd,500,all,False,15,True,5,True,0.0436,0.0156,0.0716
ego-twitter,grum,500,all,False,15,True,5,True,0.1765,0.1305,0.2225
ego-twitter,edge,500,all,False,16,True,1,True,0.0773,0.0353,0.1192
ego-twitter,ggsd,500,all,False,16,True,1,True,0.0445,0.0216,0.0675
ego-twitter,grum,500,all,False,16,True,1,True,0.1338,0.0933,0.1742
ego-twitter,edge,500,all,False,16,True,2,True,0.1039,0.0568,0.151
ego-twitter,ggsd,500,all,False,16,True,2,True,0.0328,0.0091,0.0566
ego-twitter,grum,500,all,False,16,True,2,True,0.1433,0.0973,0.1893
ego-twitter,edge,500,all,False,16,True,3,True,0.128,0.0803,0.1757
ego-twitter,ggsd,500,all,False,16,True,3,True,0.0367,0.0137,0.0597
ego-twitter,grum,500,all,False,16,True,3,True,0.1314,0.0891,0.1737
ego-twitter,edge,500,all,False,16,True,4,True,0.1324,0.0868,0.178
ego-twitter,ggsd,500,all,False,16,True,4,True,0.0488,0.0241,0.0735
ego-twitter,grum,500,all,False,16,True,4,True,0.1333,0.0889,0.1776
ego-twitter,edge,500,all,False,16,True,5,True,0.0879,0.0421,0.1337
ego-twitter,ggsd,500,all,False,16,True,5,True,0.0345,0.0131,0.0558
ego-twitter,grum,500,all,False,16,True,5,True,0.1414,0.0952,0.1877
ego-twitter,edge,500,all,False,17,True,1,True,0.1021,0.0574,0.1467
ego-twitter,ggsd,500,all,False,17,True,1,True,0.0511,0.025,0.0773
ego-twitter,grum,500,all,False,17,True,1,True,0.0936,0.049,0.1382
ego-twitter,edge,500,all,False,17,True,2,True,0.1194,0.0717,0.1671
ego-twitter,ggsd,500,all,False,17,True,2,True,0.0492,0.0228,0.0757
ego-twitter,grum,500,all,False,17,True,2,True,0.0956,0.0544,0.1367
ego-twitter,edge,500,all,False,17,True,3,True,0.0988,0.0498,0.1477
ego-twitter,ggsd,500,all,False,17,True,3,True,0.0388,0.0149,0.0628
ego-twitter,grum,500,all,False,17,True,3,True,0.1382,0.0931,0.1834
ego-twitter,edge,500,all,False,17,True,4,True,0.1043,0.0595,0.149
ego-twitter,ggsd,500,all,False,17,True,4,True,0.0435,0.0161,0.0709
ego-twitter,grum,500,all,False,17,True,4,True,0.162,0.1177,0.2063
ego-twitter,edge,500,all,False,17,True,5,True,0.1172,0.0696,0.1648
ego-twitter,ggsd,500,all,False,17,True,5,True,0.0466,0.0234,0.0698
ego-twitter,grum,500,all,False,17,True,5,True,0.1505,0.1036,0.1974
ego-twitter,edge,500,all,False,18,True,1,True,0.1114,0.0684,0.1544
ego-twitter,ggsd,500,all,False,18,True,1,True,0.0228,0.0,0.0457
ego-twitter,grum,500,all,False,18,True,1,True,0.1036,0.0628,0.1445
ego-twitter,edge,500,all,False,18,True,2,True,0.1039,0.0568,0.151
ego-twitter,ggsd,500,all,False,18,True,2,True,0.031,0.0063,0.0557
ego-twitter,grum,500,all,False,18,True,2,True,0.1427,0.0992,0.1862
ego-twitter,edge,500,all,False,18,True,3,True,0.1374,0.091,0.1838
ego-twitter,ggsd,500,all,False,18,True,3,True,0.0485,0.0256,0.0713
ego-twitter,grum,500,all,False,18,True,3,True,0.1513,0.1056,0.197
ego-twitter,edge,500,all,False,18,True,4,True,0.1086,0.061,0.1562
ego-twitter,ggsd,500,all,False,18,True,4,True,0.0392,0.0134,0.0649
ego-twitter,grum,500,all,False,18,True,4,True,0.1368,0.0889,0.1848
ego-twitter,edge,500,all,False,18,True,5,True,0.094,0.0456,0.1425
ego-twitter,ggsd,500,all,False,18,True,5,True,0.0448,0.0206,0.069
ego-twitter,grum,500,all,False,18,True,5,True,0.1516,0.102,0.2012
ego-twitter,edge,500,all,False,19,True,1,True,0.0448,0.0,0.0917
ego-twitter,ggsd,500,all,False,19,True,1,True,0.0435,0.0161,0.0709
ego-twitter,grum,500,all,False,19,True,1,True,0.1016,0.0577,0.1455
ego-twitter,edge,500,all,False,19,True,2,True,0.1327,0.0846,0.1809
ego-twitter,ggsd,500,all,False,19,True,2,True,0.0537,0.0252,0.0823
ego-twitter,grum,500,all,False,19,True,2,True,0.1516,0.1075,0.1958
ego-twitter,edge,500,all,False,19,True,3,True,0.1073,0.0614,0.1532
ego-twitter,ggsd,500,all,False,19,True,3,True,0.0247,0.0022,0.0473
ego-twitter,grum,500,all,False,19,True,3,True,0.1425,0.0952,0.1897
ego-twitter,edge,500,all,False,19,True,4,True,0.1387,0.091,0.1864
ego-twitter,ggsd,500,all,False,19,True,4,True,0.0371,0.0116,0.0626
ego-twitter,grum,500,all,False,19,True,4,True,0.1468,0.0995,0.1942
ego-twitter,edge,500,all,False,19,True,5,True,0.1106,0.058,0.1631
ego-twitter,ggsd,500,all,False,19,True,5,True,0.0395,0.012,0.067
ego-twitter,grum,500,all,False,19,True,5,True,0.1724,0.1248,0.22
ego-twitter,edge,500,all,False,20,True,1,True,0.0943,0.0486,0.14
ego-twitter,ggsd,500,all,False,20,True,1,True,0.054,0.0244,0.0836
ego-twitter,grum,500,all,False,20,True,1,True,0.1154,0.0725,0.1583
ego-twitter,edge,500,all,False,20,True,2,True,0.1161,0.0698,0.1623
ego-twitter,ggsd,500,all,False,20,True,2,True,0.025,0.0004,0.0495
ego-twitter,grum,500,all,False,20,True,2,True,0.0844,0.0409,0.1279
ego-twitter,edge,500,all,False,20,True,3,True,0.0983,0.047,0.1495
ego-twitter,ggsd,500,all,False,20,True,3,True,0.0457,0.0175,0.0739
ego-twitter,grum,500,all,False,20,True,3,True,0.1652,0.1216,0.2087
ego-twitter,edge,500,all,False,20,True,4,True,0.1089,0.0636,0.1542
ego-twitter,ggsd,500,all,False,20,True,4,True,0.0459,0.0166,0.0752
ego-twitter,grum,500,all,False,20,True,4,True,0.1605,0.1175,0.2035
ego-twitter,edge,500,all,False,20,True,5,True,0.1201,0.0669,0.1732
ego-twitter,ggsd,500,all,False,20,True,5,True,0.0293,0.0025,0.0562
ego-twitter,grum,500,all,False,20,True,5,True,0.1356,0.0868,0.1845
ego-twitter,edge,500,all,False,21,True,1,True,0.0664,0.0204,0.1123
ego-twitter,ggsd,500,all,False,21,True,1,True,0.0446,0.0125,0.0767
ego-twitter,grum,500,all,False,21,True,1,True,0.0842,0.0411,0.1273
ego-twitter,edge,500,all,False,21,True,2,True,0.0975,0.0503,0.1447
ego-twitter,ggsd,500,all,False,21,True,2,True,0.0613,0.0277,0.0949
ego-twitter,grum,500,all,False,21,True,2,True,0.1062,0.0617,0.1507
ego-twitter,edge,500,all,False,21,True,3,True,0.0968,0.0506,0.1429
ego-twitter,ggsd,500,all,False,21,True,3,True,0.0411,0.0156,0.0665
ego-twitter,grum,500,all,False,21,True,3,True,0.0995,0.0496,0.1495
ego-twitter,edge,500,all,False,21,True,4,True,0.1042,0.0567,0.1516
ego-twitter,ggsd,500,all,False,21,True,4,True,0.0437,0.0152,0.0722
ego-twitter,grum,500,all,False,21,True,4,True,0.1461,0.0994,0.1929
ego-twitter,edge,500,all,False,21,True,5,True,0.1055,0.0563,0.1547
ego-twitter,ggsd,500,all,False,21,True,5,True,0.0376,0.0097,0.0654
ego-twitter,grum,500,all,False,21,True,5,True,0.1659,0.1185,0.2133
ego-twitter,edge,500,all,False,22,True,1,True,0.0653,0.0217,0.1089
ego-twitter,ggsd,500,all,False,22,True,1,True,0.0238,0.0,0.0544
ego-twitter,grum,500,all,False,22,True,1,True,0.0527,0.0082,0.0973
ego-twitter,edge,500,all,False,22,True,2,True,0.1119,0.0655,0.1584
ego-twitter,ggsd,500,all,False,22,True,2,True,0.0282,0.0,0.0602
ego-twitter,grum,500,all,False,22,True,2,True,0.0514,0.0046,0.0982
ego-twitter,edge,500,all,False,22,True,3,True,0.1052,0.0564,0.1541
ego-twitter,ggsd,500,all,False,22,True,3,True,0.0379,0.0084,0.0673
ego-twitter,grum,500,all,False,22,True,3,True,0.1078,0.0612,0.1544
ego-twitter,edge,500,all,False,22,True,4,True,0.0736,0.0263,0.1209
ego-twitter,ggsd,500,all,False,22,True,4,True,0.0403,0.0091,0.0715
