dataset,model,n_attacks,struct_attrs,embed,n_cols,feat_attr,min_matching_syns,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
ego-facebook,grum,500,all,False,16,True,1,True,0.0929,0.0635,0.1222
ego-facebook,edge,500,all,False,16,True,2,True,0.1152,0.0852,0.1452
ego-facebook,ggsd,500,all,False,16,True,2,True,0.0316,0.0097,0.0535
ego-facebook,grum,500,all,False,16,True,2,True,0.0996,0.0703,0.1289
ego-facebook,edge,500,all,False,16,True,3,True,0.1307,0.0987,0.1626
ego-facebook,ggsd,500,all,False,16,True,3,True,0.0431,0.0193,0.0669
ego-facebook,grum,500,all,False,16,True,3,True,0.1051,0.0756,0.1346
ego-facebook,edge,500,all,False,16,True,4,True,0.1289,0.0977,0.1602
ego-facebook,ggsd,500,all,False,16,True,4,True,0.0243,0.0054,0.0432
ego-facebook,grum,500,all,False,16,True,4,True,0.1364,0.1039,0.1689
ego-facebook,edge,500,all,False,16,True,5,True,0.1703,0.1356,0.205
ego-facebook,ggsd,500,all,False,16,True,5,True,0.0501,0.0256,0.0746
ego-facebook,grum,500,all,False,16,True,5,True,0.1143,0.0837,0.1449
ego-facebook,edge,500,all,False,17,True,1,True,0.1161,0.0862,0.1459
ego-facebook,ggsd,500,all,False,17,True,1,True,0.0388,0.0154,0.0621
ego-facebook,grum,500,all,False,17,True,1,True,0.0815,0.0558,0.1072
ego-facebook,edge,500,all,False,17,True,2,True,0.0994,0.0705,0.1282
ego-facebook,ggsd,500,all,False,17,True,2,True,0.0338,0.0103,0.0574
ego-facebook,grum,500,all,False,17,True,2,True,0.0942,0.0655,0.1228
ego-facebook,edge,500,all,False,17,True,3,True,0.0952,0.0678,0.1226
ego-facebook,ggsd,500,all,False,17,True,3,True,0.0419,0.0192,0.0646
ego-facebook,grum,500,all,False,17,True,3,True,0.1152,0.0847,0.1456
ego-facebook,edge,500,all,False,17,True,4,True,0.1676,0.1334,0.2019
ego-facebook,ggsd,500,all,False,17,True,4,True,0.0286,0.0068,0.0504
ego-facebook,grum,500,all,False,17,True,4,True,0.11,0.0808,0.1393
ego-facebook,edge,500,all,False,17,True,5,True,0.1186,0.0877,0.1495
ego-facebook,ggsd,500,all,False,17,True,5,True,0.0458,0.0218,0.0698
ego-facebook,grum,500,all,False,17,True,5,True,0.1235,0.0923,0.1546
ego-facebook,edge,500,all,False,18,True,1,True,0.1255,0.0947,0.1564
ego-facebook,ggsd,500,all,False,18,True,1,True,0.0352,0.0133,0.0572
ego-facebook,grum,500,all,False,18,True,1,True,0.0779,0.0515,0.1042
ego-facebook,edge,500,all,False,18,True,2,True,0.1149,0.0849,0.1449
ego-facebook,ggsd,500,all,False,18,True,2,True,0.0475,0.0245,0.0705
ego-facebook,grum,500,all,False,18,True,2,True,0.1118,0.0823,0.1413
ego-facebook,edge,500,all,False,18,True,3,True,0.1341,0.1026,0.1656
ego-facebook,ggsd,500,all,False,18,True,3,True,0.0299,0.0084,0.0515
ego-facebook,grum,500,all,False,18,True,3,True,0.0857,0.059,0.1124
ego-facebook,edge,500,all,False,18,True,4,True,0.1596,0.126,0.1933
ego-facebook,ggsd,500,all,False,18,True,4,True,0.0363,0.0139,0.0587
ego-facebook,grum,500,all,False,18,True,4,True,0.1327,0.101,0.1644
ego-facebook,edge,500,all,False,18,True,5,True,0.1235,0.0923,0.1546
ego-facebook,ggsd,500,all,False,18,True,5,True,0.0655,0.0395,0.0916
ego-facebook,grum,500,all,False,18,True,5,True,0.1077,0.0786,0.1368
ego-facebook,edge,500,all,False,19,True,1,True,0.1416,0.1093,0.1738
ego-facebook,ggsd,500,all,False,19,True,1,True,0.0228,0.0028,0.0428
ego-facebook,grum,500,all,False,19,True,1,True,0.08,0.054,0.1059
ego-facebook,edge,500,all,False,19,True,2,True,0.1017,0.0732,0.1302
ego-facebook,ggsd,500,all,False,19,True,2,True,0.041,0.0181,0.0639
ego-facebook,grum,500,all,False,19,True,2,True,0.0922,0.0644,0.1201
ego-facebook,edge,500,all,False,19,True,3,True,0.1528,0.1194,0.1861
ego-facebook,ggsd,500,all,False,19,True,3,True,0.0247,0.0028,0.0465
ego-facebook,grum,500,all,False,19,True,3,True,0.1186,0.0882,0.1491
ego-facebook,edge,500,all,False,19,True,4,True,0.1238,0.0932,0.1544
ego-facebook,ggsd,500,all,False,19,True,4,True,0.0358,0.0126,0.059
ego-facebook,grum,500,all,False,19,True,4,True,0.0942,0.0661,0.1223
ego-facebook,edge,500,all,False,19,True,5,True,0.1487,0.1161,0.1813
ego-facebook,ggsd,500,all,False,19,True,5,True,0.0559,0.0318,0.08
ego-facebook,grum,500,all,False,19,True,5,True,0.1023,0.0739,0.1307
ego-facebook,edge,500,all,False,20,True,1,True,0.1272,0.0966,0.1578
ego-facebook,ggsd,500,all,False,20,True,1,True,0.0281,0.0077,0.0486
ego-facebook,grum,500,all,False,20,True,1,True,0.0703,0.0456,0.0949
ego-facebook,edge,500,all,False,20,True,2,True,0.1344,0.1025,0.1663
ego-facebook,ggsd,500,all,False,20,True,2,True,0.0365,0.0148,0.0582
ego-facebook,grum,500,all,False,20,True,2,True,0.0868,0.0597,0.1139
ego-facebook,edge,500,all,False,20,True,3,True,0.1175,0.0879,0.1471
ego-facebook,ggsd,500,all,False,20,True,3,True,0.0278,0.0073,0.0483
ego-facebook,grum,500,all,False,20,True,3,True,0.1011,0.072,0.1302
ego-facebook,edge,500,all,False,20,True,4,True,0.1372,0.1057,0.1687
ego-facebook,ggsd,500,all,False,20,True,4,True,0.0379,0.0158,0.06
ego-facebook,grum,500,all,False,20,True,4,True,0.1083,0.0788,0.1378
ego-facebook,edge,500,all,False,20,True,5,True,0.1452,0.1131,0.1774
ego-facebook,ggsd,500,all,False,20,True,5,True,0.0332,0.0116,0.0548
ego-facebook,grum,500,all,False,20,True,5,True,0.0797,0.0536,0.1057
ego-facebook,edge,500,all,False,21,True,1,True,0.1247,0.0946,0.1547
ego-facebook,ggsd,500,all,False,21,True,1,True,0.0335,0.012,0.0551
ego-facebook,grum,500,all,False,21,True,1,True,0.0539,0.0314,0.0764
ego-facebook,edge,500,all,False,21,True,2,True,0.0972,0.0696,0.1248
ego-facebook,ggsd,500,all,False,21,True,2,True,0.0356,0.0137,0.0574
ego-facebook,grum,500,all,False,21,True,2,True,0.1046,0.0755,0.1336
ego-facebook,edge,500,all,False,21,True,3,True,0.1104,0.0817,0.1391
ego-facebook,ggsd,500,all,False,21,True,3,True,0.0375,0.016,0.059
ego-facebook,grum,500,all,False,21,True,3,True,0.0942,0.0661,0.1223
ego-facebook,edge,500,all,False,21,True,4,True,0.1252,0.0943,0.1561
ego-facebook,ggsd,500,all,False,21,True,4,True,0.0332,0.0116,0.0548
ego-facebook,grum,500,all,False,21,True,4,True,0.096,0.0682,0.1238
ego-facebook,edge,500,all,False,21,True,5,True,0.1309,0.0999,0.162
ego-facebook,ggsd,500,all,False,21,True,5,True,0.0332,0.0116,0.0548
ego-facebook,grum,500,all,False,21,True,5,True,0.0664,0.0417,0.0911
ego-facebook,edge,500,all,False,22,True,1,True,0.0935,0.0664,0.1206
ego-facebook,ggsd,500,all,False,22,True,1,True,0.0517,0.0275,0.0759
ego-facebook,grum,500,all,False,22,True,1,True,0.0658,0.0422,0.0894
ego-facebook,edge,500,all,False,22,True,2,True,0.1184,0.0889,0.1479
ego-facebook,ggsd,500,all,False,22,True,2,True,0.0446,0.0217,0.0675
ego-facebook,grum,500,all,False,22,True,2,True,0.0884,0.0621,0.1147
ego-facebook,edge,500,all,False,22,True,3,True,0.1164,0.0871,0.1457
ego-facebook,ggsd,500,all,False,22,True,3,True,0.033,0.0128,0.0532
ego-facebook,grum,500,all,False,22,True,3,True,0.0903,0.0632,0.1174
ego-facebook,edge,500,all,False,22,True,4,True,0.135,0.1036,0.1663
ego-facebook,ggsd,500,all,False,22,True,4,True,0.0379,0.0158,0.06
ego-facebook,grum,500,all,False,22,True,4,True,0.1086,0.0797,0.1376
ego-facebook,edge,500,all,False,22,True,5,True,0.1312,0.0998,0.1627
ego-facebook,ggsd,500,all,False,22,True,5,True,0.0578,0.0328,0.0828
ego-facebook,grum,500,all,False,22,True,5,True,0.081,0.054,0.1079
ego-facebook,edge,500,all,False,23,True,1,True,0.1215,0.092,0.151
ego-facebook,ggsd,500,all,False,23,True,1,True,0.0371,0.0156,0.0587
ego-facebook,grum,500,all,False,23,True,1,True,0.0755,0.0505,0.1004
ego-facebook,edge,500,all,False,23,True,2,True,0.097,0.0699,0.1241
ego-facebook,ggsd,500,all,False,23,True,2,True,0.052,0.0292,0.0749
ego-facebook,grum,500,all,False,23,True,2,True,0.0845,0.0576,0.1114
ego-facebook,edge,500,all,False,23,True,3,True,0.0936,0.067,0.1201
ego-facebook,ggsd,500,all,False,23,True,3,True,0.0545,0.0308,0.0782
ego-facebook,grum,500,all,False,23,True,3,True,0.0903,0.0632,0.1174
ego-facebook,edge,500,all,False,23,True,4,True,0.1238,0.0936,0.154
ego-facebook,ggsd,500,all,False,23,True,4,True,0.0399,0.0175,0.0623
ego-facebook,grum,500,all,False,23,True,4,True,0.1037,0.0745,0.1329
ego-facebook,edge,500,all,False,23,True,5,True,0.1412,0.1094,0.1731
ego-facebook,ggsd,500,all,False,23,True,5,True,0.0474,0.025,0.0698
ego-facebook,grum,500,all,False,23,True,5,True,0.0869,0.0603,0.1134
ego-facebook,edge,500,all,False,24,True,1,True,0.1258,0.0955,0.1561
ego-facebook,ggsd,500,all,False,24,True,1,True,0.0301,0.0094,0.0509
ego-facebook,grum,500,all,False,24,True,1,True,0.0471,0.0261,0.0682
ego-facebook,edge,500,all,False,24,True,2,True,0.1189,0.089,0.1488
ego-facebook,ggsd,500,all,False,24,True,2,True,0.0539,0.0301,0.0777
ego-facebook,grum,500,all,False,24,True,2,True,0.0892,0.0625,0.1159
ego-facebook,edge,500,all,False,24,True,3,True,0.107,0.0788,0.1352
ego-facebook,ggsd,500,all,False,24,True,3,True,0.0502,0.027,0.0734
ego-facebook,grum,500,all,False,24,True,3,True,0.1075,0.0783,0.1366
ego-facebook,edge,500,all,False,24,True,4,True,0.1026,0.0743,0.131
ego-facebook,ggsd,500,all,False,24,True,4,True,0.0348,0.0135,0.0561
ego-facebook,grum,500,all,False,24,True,4,True,0.0794,0.0533,0.1054
ego-facebook,edge,500,all,False,24,True,5,True,0.1315,0.1001,0.1629
ego-facebook,ggsd,500,all,False,24,True,5,True,0.0429,0.0203,0.0654
ego-facebook,grum,500,all,False,24,True,5,True,0.084,0.0575,0.1104
ego-facebook,edge,500,all,False,25,True,1,True,0.0942,0.0677,0.1206
ego-facebook,ggsd,500,all,False,25,True,1,True,0.0507,0.0282,0.0731
ego-facebook,grum,500,all,False,25,True,1,True,0.0675,0.0435,0.0914
ego-facebook,edge,500,all,False,25,True,2,True,0.1258,0.0959,0.1557
ego-facebook,ggsd,500,all,False,25,True,2,True,0.0336,0.0136,0.0537
ego-facebook,grum,500,all,False,25,True,2,True,0.0738,0.0491,0.0984
ego-facebook,edge,500,all,False,25,True,3,True,0.1138,0.0851,0.1425
ego-facebook,ggsd,500,all,False,25,True,3,True,0.0506,0.0269,0.0744
ego-facebook,grum,500,all,False,25,True,3,True,0.0831,0.0565,0.1097
ego-facebook,edge,500,all,False,25,True,4,True,0.0987,0.0713,0.1261
ego-facebook,ggsd,500,all,False,25,True,4,True,0.0382,0.0162,0.0603
ego-facebook,grum,500,all,False,25,True,4,True,0.0605,0.0373,0.0838
ego-facebook,edge,500,all,False,25,True,5,True,0.109,0.0805,0.1374
ego-facebook,ggsd,500,all,False,25,True,5,True,0.0465,0.0239,0.069
ego-facebook,grum,500,all,False,25,True,5,True,0.0952,0.0678,0.1226
ego-facebook,edge,500,all,False,26,True,1,True,0.0996,0.0723,0.1268
ego-facebook,ggsd,500,all,False,26,True,1,True,0.0534,0.0302,0.0767
ego-facebook,grum,500,all,False,26,True,1,True,0.0447,0.0247,0.0647
ego-facebook,edge,500,all,False,26,True,2,True,0.1167,0.0874,0.1459
ego-facebook,ggsd,500,all,False,26,True,2,True,0.0514,0.0285,0.0744
ego-facebook,grum,500,all,False,26,True,2,True,0.0518,0.0302,0.0733
ego-facebook,edge,500,all,False,26,True,3,True,0.1013,0.0737,0.1288
ego-facebook,ggsd,500,all,False,26,True,3,True,0.0321,0.0117,0.0524
ego-facebook,grum,500,all,False,26,True,3,True,0.0596,0.0375,0.0817
ego-facebook,edge,500,all,False,26,True,4,True,0.1115,0.083,0.1401
ego-facebook,ggsd,500,all,False,26,True,4,True,0.0547,0.0303,0.079
ego-facebook,grum,500,all,False,26,True,4,True,0.084,0.0575,0.1104
ego-facebook,edge,500,all,False,26,True,5,True,0.1053,0.0773,0.1332
ego-facebook,ggsd,500,all,False,26,True,5,True,0.0397,0.0186,0.0607
ego-facebook,grum,500,all,False,26,True,5,True,0.0877,0.0607,0.1147
ego-facebook,edge,500,all,False,27,True,1,True,0.0764,0.0516,0.1012
ego-facebook,ggsd,500,all,False,27,True,1,True,0.0395,0.0177,0.0613
ego-facebook,grum,500,all,False,27,True,1,True,0.0334,0.0149,0.052
ego-facebook,edge,500,all,False,27,True,2,True,0.0998,0.0726,0.127
ego-facebook,ggsd,500,all,False,27,True,2,True,0.0383,0.0177,0.0589
ego-facebook,grum,500,all,False,27,True,2,True,0.0647,0.0415,0.0878
ego-facebook,edge,500,all,False,27,True,3,True,0.1241,0.094,0.1542
ego-facebook,ggsd,500,all,False,27,True,3,True,0.0463,0.0244,0.0682
ego-facebook,grum,500,all,False,27,True,3,True,0.0986,0.0707,0.1265
ego-facebook,edge,500,all,False,27,True,4,True,0.1135,0.0848,0.1423
ego-facebook,ggsd,500,all,False,27,True,4,True,0.0417,0.0203,0.0631
ego-facebook,grum,500,all,False,27,True,4,True,0.0824,0.0568,0.108
ego-facebook,edge,500,all,False,27,True,5,True,0.1267,0.0964,0.1569
ego-facebook,ggsd,500,all,False,27,True,5,True,0.0296,0.0103,0.049
ego-facebook,grum,500,all,False,27,True,5,True,0.1161,0.0867,0.1454
ego-facebook,edge,500,all,False,28,True,1,True,0.0779,0.0533,0.1025
ego-facebook,ggsd,500,all,False,28,True,1,True,0.0418,0.0197,0.0639
ego-facebook,grum,500,all,False,28,True,1,True,0.0364,0.0177,0.0551
ego-facebook,edge,500,all,False,28,True,2,True,0.1152,0.0863,0.1442
ego-facebook,ggsd,500,all,False,28,True,2,True,0.0425,0.022,0.063
ego-facebook,grum,500,all,False,28,True,2,True,0.0616,0.0392,0.084
ego-facebook,edge,500,all,False,28,True,3,True,0.0819,0.0568,0.107
ego-facebook,ggsd,500,all,False,28,True,3,True,0.0458,0.0232,0.0685
ego-facebook,grum,500,all,False,28,True,3,True,0.0704,0.0464,0.0944
ego-facebook,edge,500,all,False,28,True,4,True,0.1087,0.0808,0.1366
ego-facebook,ggsd,500,all,False,28,True,4,True,0.0429,0.0203,0.0654
ego-facebook,grum,500,all,False,28,True,4,True,0.0872,0.0607,0.1137
ego-facebook,edge,500,all,False,28,True,5,True,0.1155,0.0866,0.1445
ego-facebook,ggsd,500,all,False,28,True,5,True,0.0324,0.0121,0.0527
ego-facebook,grum,500,all,False,28,True,5,True,0.0641,0.0408,0.0873
ego-facebook,edge,500,all,False,29,True,1,True,0.0911,0.0652,0.1169
ego-facebook,ggsd,500,all,False,29,True,1,True,0.0369,0.0168,0.0571
ego-facebook,grum,500,all,False,29,True,1,True,0.0364,0.0177,0.0551
ego-facebook,edge,500,all,False,29,True,2,True,0.1221,0.0927,0.1515
ego-facebook,ggsd,500,all,False,29,True,2,True,0.0363,0.016,0.0566
ego-facebook,grum,500,all,False,29,True,2,True,0.0787,0.0537,0.1037
ego-facebook,edge,500,all,False,29,True,3,True,0.0993,0.072,0.1266
ego-facebook,ggsd,500,all,False,29,True,3,True,0.0468,0.0243,0.0693
ego-facebook,grum,500,all,False,29,True,3,True,0.0596,0.0375,0.0817
ego-facebook,edge,500,all,False,29,True,4,True,0.1047,0.0772,0.1322
ego-facebook,ggsd,500,all,False,29,True,4,True,0.0388,0.0191,0.0586
ego-facebook,grum,500,all,False,29,True,4,True,0.0758,0.0509,0.1007
ego-facebook,edge,500,all,False,29,True,5,True,0.1281,0.0981,0.1581
ego-facebook,ggsd,500,all,False,29,True,5,True,0.048,0.0258,0.0703
ego-facebook,grum,500,all,False,29,True,5,True,0.081,0.0558,0.1062
ego-facebook,edge,500,all,False,30,True,1,True,0.0953,0.0691,0.1216
ego-facebook,ggsd,500,all,False,30,True,1,True,0.0444,0.0243,0.0645
ego-facebook,grum,500,all,False,30,True,1,True,0.0363,0.0184,0.0542
ego-facebook,edge,500,all,False,30,True,2,True,0.1053,0.0779,0.1327
ego-facebook,ggsd,500,all,False,30,True,2,True,0.0439,0.0229,0.0648
ego-facebook,grum,500,all,False,30,True,2,True,0.0527,0.0313,0.0741
ego-facebook,edge,500,all,False,30,True,3,True,0.1061,0.0783,0.1339
ego-facebook,ggsd,500,all,False,30,True,3,True,0.0448,0.0226,0.0669
ego-facebook,grum,500,all,False,30,True,3,True,0.0569,0.0356,0.0781
ego-facebook,edge,500,all,False,30,True,4,True,0.1358,0.105,0.1666
ego-facebook,ggsd,500,all,False,30,True,4,True,0.0239,0.0058,0.0421
ego-facebook,grum,500,all,False,30,True,4,True,0.0798,0.0544,0.1052
ego-facebook,edge,500,all,False,30,True,5,True,0.1301,0.0999,0.1603
ego-facebook,ggsd,500,all,False,30,True,5,True,0.0443,0.0228,0.0659
ego-facebook,grum,500,all,False,30,True,5,True,0.075,0.0505,0.0994
ego-facebook,edge,500,all,False,31,True,1,True,0.0799,0.0551,0.1047
ego-facebook,ggsd,500,all,False,31,True,1,True,0.0278,0.0098,0.0459
ego-facebook,grum,500,all,False,31,True,1,True,0.0432,0.0244,0.062
ego-facebook,edge,500,all,False,31,True,2,True,0.0984,0.0716,0.1253
ego-facebook,ggsd,500,all,False,31,True,2,True,0.0285,0.0105,0.0464
ego-facebook,grum,500,all,False,31,True,2,True,0.0628,0.0407,0.085
ego-facebook,edge,500,all,False,31,True,3,True,0.0953,0.0684,0.1221
ego-facebook,ggsd,500,all,False,31,True,3,True,0.0488,0.0274,0.0702
ego-facebook,grum,500,all,False,31,True,3,True,0.0619,0.0396,0.0843
ego-facebook,edge,500,all,False,31,True,4,True,0.1124,0.084,0.1408
ego-facebook,ggsd,500,all,False,31,True,4,True,0.0479,0.0263,0.0695
ego-facebook,grum,500,all,False,31,True,4,True,0.0728,0.0492,0.0964
ego-facebook,edge,500,all,False,31,True,5,True,0.1041,0.0765,0.1317
ego-facebook,ggsd,500,all,False,31,True,5,True,0.031,0.0112,0.0508
ego-facebook,grum,500,all,False,31,True,5,True,0.0722,0.0485,0.0959
ego-facebook,edge,500,all,False,32,True,1,True,0.0615,0.0397,0.0832
ego-facebook,ggsd,500,all,False,32,True,1,True,0.0358,0.0169,0.0546
ego-facebook,grum,500,all,False,32,True,1,True,0.032,0.0148,0.0491
ego-facebook,edge,500,all,False,32,True,2,True,0.0916,0.0652,0.1179
ego-facebook,ggsd,500,all,False,32,True,2,True,0.0425,0.022,0.063
ego-facebook,grum,500,all,False,32,True,2,True,0.0503,0.0298,0.0707
ego-facebook,edge,500,all,False,32,True,3,True,0.0868,0.0613,0.1122
ego-facebook,ggsd,500,all,False,32,True,3,True,0.0431,0.0228,0.0635
ego-facebook,grum,500,all,False,32,True,3,True,0.0436,0.0241,0.0631
ego-facebook,edge,500,all,False,32,True,4,True,0.1141,0.0855,0.1428
ego-facebook,ggsd,500,all,False,32,True,4,True,0.0495,0.0282,0.0707
ego-facebook,grum,500,all,False,32,True,4,True,0.0699,0.0464,0.0934
ego-facebook,edge,500,all,False,32,True,5,True,0.1155,0.0866,0.1445
ego-facebook,ggsd,500,all,False,32,True,5,True,0.0235,0.0061,0.0409
ego-facebook,grum,500,all,False,32,True,5,True,0.0882,0.0624,0.1139
ego-facebook,edge,500,all,False,33,True,1,True,0.0628,0.0407,0.085
ego-facebook,ggsd,500,all,False,33,True,1,True,0.0171,0.0019,0.0323
ego-facebook,grum,500,all,False,33,True,1,True,0.026,0.0101,0.0418
ego-facebook,edge,500,all,False,33,True,2,True,0.0645,0.042,0.0871
ego-facebook,ggsd,500,all,False,33,True,2,True,0.0382,0.0183,0.0581
ego-facebook,grum,500,all,False,33,True,2,True,0.0406,0.022,0.0592
ego-facebook,edge,500,all,False,33,True,3,True,0.1004,0.0733,0.1275
ego-facebook,ggsd,500,all,False,33,True,3,True,0.0312,0.0122,0.0502
ego-facebook,grum,500,all,False,33,True,3,True,0.0429,0.024,0.0618
ego-facebook,edge,500,all,False,33,True,4,True,0.1241,0.0945,0.1537
ego-facebook,ggsd,500,all,False,33,True,4,True,0.0394,0.0182,0.0605
ego-facebook,grum,500,all,False,33,True,4,True,0.0579,0.0362,0.0797
ego-facebook,edge,500,all,False,33,True,5,True,0.1101,0.0819,0.1384
ego-facebook,ggsd,500,all,False,33,True,5,True,0.0478,0.0269,0.0687
ego-facebook,grum,500,all,False,33,True,5,True,0.0631,0.041,0.0853
ego-facebook,edge,500,all,False,34,True,1,True,0.0765,0.0523,0.1007
ego-facebook,ggsd,500,all,False,34,True,1,True,0.0325,0.0138,0.0512
ego-facebook,grum,500,all,False,34,True,1,True,0.0216,0.0076,0.0356
ego-facebook,edge,500,all,False,34,True,2,True,0.0851,0.06,0.1102
ego-facebook,ggsd,500,all,False,34,True,2,True,0.0372,0.0172,0.0573
ego-facebook,grum,500,all,False,34,True,2,True,0.0332,0.0164,0.0501
ego-facebook,edge,500,all,False,34,True,3,True,0.0751,0.0513,0.0989
ego-facebook,ggsd,500,all,False,34,True,3,True,0.0309,0.0118,0.05
ego-facebook,grum,500,all,False,34,True,3,True,0.0645,0.042,0.0871
ego-facebook,edge,500,all,False,34,True,4,True,0.0894,0.0638,0.1149
ego-facebook,ggsd,500,all,False,34,True,4,True,0.0425,0.022,0.063
ego-facebook,grum,500,all,False,34,True,4,True,0.0492,0.0293,0.0691
ego-facebook,edge,500,all,False,34,True,5,True,0.1349,0.1045,0.1654
ego-facebook,ggsd,500,all,False,34,True,5,True,0.0388,0.0191,0.0586
ego-facebook,grum,500,all,False,34,True,5,True,0.0503,0.0298,0.0707
ego-facebook,edge,500,['avg_neigh_deg'],False,29,True,1,True,0.2885,0.2479,0.3291
ego-facebook,ggsd,500,['avg_neigh_deg'],False,29,True,1,True,0.011,0.0,0.0327
ego-facebook,grum,500,['avg_neigh_deg'],False,29,True,1,True,0.1356,0.1029,0.1682
ego-facebook,edge,500,['clus_coef'],False,29,True,1,True,0.2395,0.2006,0.2785
ego-facebook,ggsd,500,['clus_coef'],False,29,True,1,True,0.0471,0.0186,0.0756
ego-facebook,grum,500,['clus_coef'],False,29,True,1,True,0.1501,0.1173,0.1829
ego-facebook,edge,500,['deg_centrality'],False,29,True,1,True,0.5962,0.553,0.6394
ego-facebook,ggsd,500,['deg_centrality'],False,29,True,1,True,0.1333,0.0986,0.168
ego-facebook,grum,500,['deg_centrality'],False,29,True,1,True,0.1805,0.1451,0.2159
ego-facebook,edge,500,['square_clustering'],False,29,True,1,True,0.2436,0.2045,0.2828
ego-facebook,ggsd,500,['square_clustering'],False,29,True,1,True,0.0535,0.026,0.081
ego-facebook,grum,500,['square_clustering'],False,29,True,1,True,0.1309,0.0999,0.162
ego-facebook,edge,500,['eigenvec_centrality'],False,29,True,1,True,0.411,0.3672,0.4547
ego-facebook,ggsd,500,['eigenvec_centrality'],False,29,True,1,True,0.0485,0.0213,0.0756
ego-facebook,grum,500,['eigenvec_centrality'],False,29,True,1,True,0.1123,0.0829,0.1417
ego-facebook,edge,500,['betweenness_centrality'],False,29,True,1,True,0.2877,0.2466,0.3287
ego-facebook,ggsd,500,['betweenness_centrality'],False,29,True,1,True,0.0355,0.0122,0.0587
ego-facebook,grum,500,['betweenness_centrality'],False,29,True,1,True,0.2201,0.1826,0.2575
ego-facebook,edge,500,['avg_neigh_deg'],False,29,True,2,True,0.299,0.258,0.3399
ego-facebook,ggsd,500,['avg_neigh_deg'],False,29,True,2,True,0.0068,0.0,0.0271
ego-facebook,grum,500,['avg_neigh_deg'],False,29,True,2,True,0.1692,0.1343,0.2041
ego-facebook,edge,500,['clus_coef'],False,29,True,2,True,0.224,0.1863,0.2617
ego-facebook,ggsd,500,['clus_coef'],False,29,True,2,True,0.0621,0.0333,0.091
ego-facebook,grum,500,['clus_coef'],False,29,True,2,True,0.1973,0.1606,0.2339
ego-facebook,edge,500,['deg_centrality'],False,29,True,2,True,0.5696,0.5259,0.6133
ego-facebook,ggsd,500,['deg_centrality'],False,29,True,2,True,0.1476,0.1119,0.1833
ego-facebook,grum,500,['deg_centrality'],False,29,True,2,True,0.197,0.1603,0.2338
ego-facebook,edge,500,['square_clustering'],False,29,True,2,True,0.2461,0.2073,0.285
ego-facebook,ggsd,500,['square_clustering'],False,29,True,2,True,0.0535,0.0249,0.0821
ego-facebook,grum,500,['square_clustering'],False,29,True,2,True,0.1295,0.0983,0.1607
ego-facebook,edge,500,['eigenvec_centrality'],False,29,True,2,True,0.3525,0.3096,0.3954
ego-facebook,ggsd,500,['eigenvec_centrality'],False,29,True,2,True,0.0679,0.0384,0.0975
ego-facebook,grum,500,['eigenvec_centrality'],False,29,True,2,True,0.1026,0.0743,0.131
ego-facebook,edge,500,['betweenness_centrality'],False,29,True,2,True,0.2624,0.2229,0.3019
ego-facebook,ggsd,500,['betweenness_centrality'],False,29,True,2,True,0.0453,0.0206,0.07
ego-facebook,grum,500,['betweenness_centrality'],False,29,True,2,True,0.1849,0.1485,0.2213
ego-facebook,edge,500,['avg_neigh_deg'],False,29,True,3,True,0.3357,0.2934,0.378
ego-facebook,ggsd,500,['avg_neigh_deg'],False,29,True,3,True,0.0055,0.0,0.0261
ego-facebook,grum,500,['avg_neigh_deg'],False,29,True,3,True,0.1562,0.1229,0.1894
ego-facebook,edge,500,['clus_coef'],False,29,True,3,True,0.2546,0.2154,0.2937
ego-facebook,ggsd,500,['clus_coef'],False,29,True,3,True,0.0747,0.0447,0.1048
ego-facebook,grum,500,['clus_coef'],False,29,True,3,True,0.1724,0.138,0.2068
ego-facebook,edge,500,['deg_centrality'],False,29,True,3,True,0.5639,0.5202,0.6076
ego-facebook,ggsd,500,['deg_centrality'],False,29,True,3,True,0.1407,0.1049,0.1765
ego-facebook,grum,500,['deg_centrality'],False,29,True,3,True,0.1898,0.1541,0.2256
ego-facebook,edge,500,['square_clustering'],False,29,True,3,True,0.2389,0.1998,0.2779
ego-facebook,ggsd,500,['square_clustering'],False,29,True,3,True,0.0293,0.003,0.0556
ego-facebook,grum,500,['square_clustering'],False,29,True,3,True,0.1238,0.0927,0.1549
ego-facebook,edge,500,['eigenvec_centrality'],False,29,True,3,True,0.3613,0.3185,0.404
ego-facebook,ggsd,500,['eigenvec_centrality'],False,29,True,3,True,0.0497,0.0228,0.0767
ego-facebook,grum,500,['eigenvec_centrality'],False,29,True,3,True,0.1063,0.0775,0.1351
ego-facebook,edge,500,['betweenness_centrality'],False,29,True,3,True,0.264,0.224,0.304
ego-facebook,ggsd,500,['betweenness_centrality'],False,29,True,3,True,0.0287,0.0062,0.0512
ego-facebook,grum,500,['betweenness_centrality'],False,29,True,3,True,0.2092,0.1722,0.2463
ego-facebook,edge,500,['avg_neigh_deg'],False,29,True,4,True,0.3274,0.2857,0.3692
ego-facebook,ggsd,500,['avg_neigh_deg'],False,29,True,4,True,0.0207,0.0,0.0426
ego-facebook,grum,500,['avg_neigh_deg'],False,29,True,4,True,0.2243,0.1862,0.2623
ego-facebook,edge,500,['clus_coef'],False,29,True,4,True,0.274,0.2335,0.3144
