dataset,model,n_attacks,struct_attrs,embed,aux_cols,secret,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_12,False,0.0,0.0,0.7876
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_12,True,0.0039,0.0,0.825
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_12,True,0.2546,0.0,0.8603
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_12,False,0.1863,0.0,0.8599
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_12,False,0.0039,0.0,0.7888
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_12,False,0.0875,0.0,0.7919
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_13,False,0.1863,0.0,0.8599
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_13,False,0.0039,0.0,0.914
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_13,False,0.3051,0.0,0.9304
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_13,False,0.5048,0.0859,0.9237
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_13,False,0.1297,0.0,0.9495
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_13,False,0.2554,0.0,0.9827
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_14,True,0.0,0.0,0.0
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_14,False,0.0,0.0,0.0286
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_14,True,0.0,0.0,0.077
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_14,True,0.0,0.0,0.2285
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_14,True,0.0,0.0,0.1814
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_14,True,0.1701,0.0,0.3696
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_15,False,0.6239,0.3785,0.8692
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_15,False,0.3848,0.0,0.7866
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_15,False,0.2042,0.0,0.7751
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_15,False,0.5205,0.2327,0.8084
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_15,False,0.5277,0.1929,0.8624
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_15,True,0.2983,0.0,0.7883
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_16,False,0.2776,0.0,0.8939
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_16,False,0.1479,0.0,1.0
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_16,True,0.1297,0.0,0.9495
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_16,False,0.2047,0.0,0.8967
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_16,True,0.46,0.0,0.957
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_16,True,0.0039,0.0,1.0
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_17,False,0.1043,0.0,0.8615
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_17,False,0.2272,0.0,0.9375
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_17,False,0.1297,0.0,0.9495
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_17,False,0.3812,0.0,1.0
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_17,True,0.1479,0.0,1.0
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_17,True,0.0,0.0,1.0
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_18,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_18,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_18,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_18,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_18,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_18,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_19,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_19,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_19,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_19,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_19,True,0.0,0.0,1.0
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_19,False,0.0,0.0,1.0
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_20,True,0.3812,0.0,1.0
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_20,False,0.3389,0.0,0.97
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_20,False,0.5059,0.0213,0.9906
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_20,False,0.4506,0.0,0.9993
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_20,False,0.3812,0.0,1.0
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_20,False,0.4506,0.0,0.9993
ego-twitter,spectre,-1,['avg_neigh_deg'],False,all,attr_21,False,0.0,0.0,0.2916
ego-twitter,spectre,-1,['clus_coef'],False,all,attr_21,True,0.0,0.0,0.2323
ego-twitter,spectre,-1,['deg_centrality'],False,all,attr_21,True,0.0,0.0,0.2036
ego-twitter,spectre,-1,['square_clustering'],False,all,attr_21,True,0.0,0.0,0.3869
ego-twitter,spectre,-1,['eigenvec_centrality'],False,all,attr_21,True,0.0,0.0,0.3346
ego-twitter,spectre,-1,['betweenness_centrality'],False,all,attr_21,True,0.0,0.0,0.2177
