dataset,model,n_attacks,struct_attrs,embed,aux_cols,secret,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
ego-facebook,edge,-1,all,False,feat,attr_0,True,0.9309,0.883,0.9789
ego-facebook,ggsd,-1,all,False,feat,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,all,False,feat,attr_0,True,0.8335,0.7444,0.9226
ego-facebook,edge,-1,all,False,feat,attr_1,True,0.8592,0.7523,0.9662
ego-facebook,ggsd,-1,all,False,feat,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,all,False,feat,attr_1,True,0.7357,0.5544,0.9169
ego-facebook,edge,-1,all,False,feat,attr_2,True,0.615,0.4503,0.7797
ego-facebook,ggsd,-1,all,False,feat,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,all,False,feat,attr_2,True,0.0,0.0,0.5885
ego-facebook,edge,-1,all,False,feat,attr_3,True,0.7498,0.6084,0.8912
ego-facebook,ggsd,-1,all,False,feat,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,all,False,feat,attr_3,True,0.4896,0.2343,0.7449
ego-facebook,edge,-1,all,False,feat,attr_4,True,0.0854,0.0,0.5277
ego-facebook,ggsd,-1,all,False,feat,attr_4,True,0.0,0.0,0.2977
ego-facebook,grum,-1,all,False,feat,attr_4,True,0.0,0.0,0.0694
ego-facebook,edge,-1,all,False,feat,attr_5,True,0.6981,0.3959,1.0
ego-facebook,ggsd,-1,all,False,feat,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,all,False,feat,attr_5,True,0.5361,0.0603,1.0
ego-facebook,edge,-1,all,False,feat,attr_6,True,0.8897,0.7653,1.0
ego-facebook,ggsd,-1,all,False,feat,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,all,False,feat,attr_6,True,0.9057,0.8021,1.0
ego-facebook,edge,-1,all,False,feat,attr_7,True,0.7125,0.6108,0.8142
ego-facebook,ggsd,-1,all,False,feat,attr_7,False,0.5401,0.4649,0.6153
ego-facebook,grum,-1,all,False,feat,attr_7,True,0.6019,0.5309,0.6728
ego-facebook,edge,-1,all,False,feat,attr_8,True,0.3876,0.2277,0.5475
ego-facebook,ggsd,-1,all,False,feat,attr_8,False,0.0,0.0,0.1513
ego-facebook,grum,-1,all,False,feat,attr_8,True,0.2333,0.0863,0.3803
ego-facebook,edge,-1,all,False,feat,attr_9,True,0.6818,0.5778,0.7858
ego-facebook,ggsd,-1,all,False,feat,attr_9,True,0.3932,0.3062,0.4802
ego-facebook,grum,-1,all,False,feat,attr_9,True,0.5194,0.4011,0.6376
ego-facebook,edge,-1,all,False,feat,attr_10,True,0.7218,0.5529,0.8908
ego-facebook,ggsd,-1,all,False,feat,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,all,False,feat,attr_10,True,0.5437,0.2457,0.8417
ego-facebook,edge,-1,all,False,feat,attr_11,True,0.8574,0.7532,0.9616
ego-facebook,ggsd,-1,all,False,feat,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,all,False,feat,attr_11,True,0.8111,0.6866,0.9357
ego-facebook,edge,-1,all,False,feat,attr_12,True,0.0,0.0,0.33
ego-facebook,ggsd,-1,all,False,feat,attr_12,False,0.0,0.0,0.0
ego-facebook,grum,-1,all,False,feat,attr_12,True,0.0,0.0,0.0817
ego-facebook,edge,-1,all,False,feat,attr_13,True,0.0,0.0,0.4124
ego-facebook,ggsd,-1,all,False,feat,attr_13,True,0.0,0.0,0.163
ego-facebook,grum,-1,all,False,feat,attr_13,True,0.0,0.0,0.2963
ego-facebook,edge,-1,all,False,feat,attr_14,True,0.4993,0.2892,0.7095
ego-facebook,ggsd,-1,all,False,feat,attr_14,False,0.0,0.0,0.4289
ego-facebook,grum,-1,all,False,feat,attr_14,True,0.1585,0.0,0.4906
ego-facebook,edge,-1,all,False,feat,attr_15,True,0.7888,0.653,0.9246
ego-facebook,ggsd,-1,all,False,feat,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,all,False,feat,attr_15,True,0.7442,0.5862,0.9021
ego-facebook,edge,-1,all,False,feat,attr_16,True,0.7725,0.6047,0.9402
ego-facebook,ggsd,-1,all,False,feat,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,all,False,feat,attr_16,True,0.6239,0.3816,0.8662
ego-facebook,edge,-1,all,False,feat,attr_17,True,0.0,0.0,0.5695
ego-facebook,ggsd,-1,all,False,feat,attr_17,False,0.0,0.0,0.3761
ego-facebook,grum,-1,all,False,feat,attr_17,True,0.0,0.0,0.3141
ego-facebook,edge,-1,all,False,feat,attr_18,True,0.7485,0.4644,1.0
ego-facebook,ggsd,-1,all,False,feat,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,all,False,feat,attr_18,True,0.7485,0.4644,1.0
ego-facebook,edge,-1,all,False,feat,attr_19,True,0.7888,0.653,0.9246
ego-facebook,ggsd,-1,all,False,feat,attr_19,True,0.2323,0.1131,0.3516
ego-facebook,grum,-1,all,False,feat,attr_19,True,0.7777,0.6363,0.919
ego-facebook,edge,-1,all,False,feat,attr_20,True,0.8335,0.7073,0.9597
ego-facebook,ggsd,-1,all,False,feat,attr_20,True,0.2784,0.179,0.3779
ego-facebook,grum,-1,all,False,feat,attr_20,True,0.6899,0.4988,0.881
ego-facebook,edge,-1,all,False,feat,attr_21,True,0.277,0.0302,0.5238
ego-facebook,ggsd,-1,all,False,feat,attr_21,True,0.0,0.0,0.0941
ego-facebook,grum,-1,all,False,feat,attr_21,True,0.4431,0.3351,0.551
ego-facebook,edge,-1,all,False,feat,attr_22,True,0.8335,0.6811,0.9859
ego-facebook,ggsd,-1,all,False,feat,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,all,False,feat,attr_22,True,0.8755,0.7538,0.9972
ego-facebook,edge,-1,all,False,feat,attr_23,True,0.0,0.0,0.5106
ego-facebook,ggsd,-1,all,False,feat,attr_23,True,0.0,0.0,0.3593
ego-facebook,grum,-1,all,False,feat,attr_23,False,0.0,0.0,0.159
ego-facebook,edge,-1,all,False,feat,attr_24,True,0.9002,0.8529,0.9475
ego-facebook,ggsd,-1,all,False,feat,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,all,False,feat,attr_24,True,0.9398,0.9119,0.9678
ego-facebook,edge,-1,all,False,feat,attr_25,True,0.253,0.0579,0.448
ego-facebook,ggsd,-1,all,False,feat,attr_25,True,0.2469,0.1115,0.3823
ego-facebook,grum,-1,all,False,feat,attr_25,True,0.0,0.0,0.1789
ego-facebook,edge,-1,all,False,feat,attr_26,True,0.4431,0.1677,0.7186
ego-facebook,ggsd,-1,all,False,feat,attr_26,True,0.0,0.0,0.432
ego-facebook,grum,-1,all,False,feat,attr_26,True,0.1432,0.0,0.497
ego-facebook,edge,-1,all,False,feat,attr_27,True,0.7333,0.6202,0.8464
ego-facebook,ggsd,-1,all,False,feat,attr_27,True,0.0461,0.0,0.5057
ego-facebook,grum,-1,all,False,feat,attr_27,True,0.0064,0.0,0.4693
ego-facebook,edge,-1,all,False,struct,attr_0,False,0.6837,0.5518,0.8157
ego-facebook,ggsd,-1,all,False,struct,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,all,False,struct,attr_0,True,0.7847,0.6766,0.8929
ego-facebook,edge,-1,all,False,struct,attr_1,True,0.5121,0.2097,0.8145
ego-facebook,ggsd,-1,all,False,struct,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,all,False,struct,attr_1,False,0.5437,0.2457,0.8417
ego-facebook,edge,-1,all,False,struct,attr_2,False,0.2345,0.0,0.4895
ego-facebook,ggsd,-1,all,False,struct,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,all,False,struct,attr_2,True,0.0,0.0,0.6005
ego-facebook,edge,-1,all,False,struct,attr_3,True,0.6733,0.5229,0.8237
ego-facebook,ggsd,-1,all,False,struct,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,all,False,struct,attr_3,True,0.5254,0.2923,0.7585
ego-facebook,edge,-1,all,False,struct,attr_4,True,0.0,0.0,0.0
ego-facebook,ggsd,-1,all,False,struct,attr_4,True,0.0,0.0,0.3039
ego-facebook,grum,-1,all,False,struct,attr_4,False,0.0,0.0,0.0287
ego-facebook,edge,-1,all,False,struct,attr_5,True,0.4512,0.0,1.0
ego-facebook,ggsd,-1,all,False,struct,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,all,False,struct,attr_5,True,0.4512,0.0,1.0
ego-facebook,edge,-1,all,False,struct,attr_6,False,0.3834,0.0,0.8985
ego-facebook,ggsd,-1,all,False,struct,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,all,False,struct,attr_6,True,0.8575,0.7145,1.0
ego-facebook,edge,-1,all,False,struct,attr_7,False,0.2699,0.159,0.3807
ego-facebook,ggsd,-1,all,False,struct,attr_7,False,0.0,0.0,0.029
ego-facebook,grum,-1,all,False,struct,attr_7,True,0.4678,0.3864,0.5491
ego-facebook,edge,-1,all,False,struct,attr_8,True,0.0,0.0,0.0511
ego-facebook,ggsd,-1,all,False,struct,attr_8,False,0.0,0.0,0.0
ego-facebook,grum,-1,all,False,struct,attr_8,False,0.0,0.0,0.1563
ego-facebook,edge,-1,all,False,struct,attr_9,False,0.0852,0.0,0.223
ego-facebook,ggsd,-1,all,False,struct,attr_9,True,0.4151,0.3269,0.5034
ego-facebook,grum,-1,all,False,struct,attr_9,True,0.2703,0.157,0.3835
ego-facebook,edge,-1,all,False,struct,attr_10,True,0.4597,0.1422,0.7771
ego-facebook,ggsd,-1,all,False,struct,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,all,False,struct,attr_10,False,0.4982,0.1883,0.808
ego-facebook,edge,-1,all,False,struct,attr_11,True,0.6884,0.5031,0.8736
ego-facebook,ggsd,-1,all,False,struct,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,all,False,struct,attr_11,False,0.7442,0.5862,0.9021
ego-facebook,edge,-1,all,False,struct,attr_12,True,0.0,0.0,0.0021
ego-facebook,ggsd,-1,all,False,struct,attr_12,True,0.0,0.0,0.0
ego-facebook,grum,-1,all,False,struct,attr_12,False,0.0,0.0,0.0
ego-facebook,edge,-1,all,False,struct,attr_13,True,0.0,0.0,0.2741
ego-facebook,ggsd,-1,all,False,struct,attr_13,True,0.0,0.0,0.283
ego-facebook,grum,-1,all,False,struct,attr_13,False,0.0675,0.0,0.3471
ego-facebook,edge,-1,all,False,struct,attr_14,False,0.0,0.0,0.1918
ego-facebook,ggsd,-1,all,False,struct,attr_14,True,0.0,0.0,0.4289
ego-facebook,grum,-1,all,False,struct,attr_14,True,0.2012,0.0,0.4982
ego-facebook,edge,-1,all,False,struct,attr_15,True,0.6563,0.468,0.8446
ego-facebook,ggsd,-1,all,False,struct,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,all,False,struct,attr_15,True,0.6772,0.4865,0.8679
ego-facebook,edge,-1,all,False,struct,attr_16,True,0.5209,0.2551,0.7868
ego-facebook,ggsd,-1,all,False,struct,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,all,False,struct,attr_16,True,0.5132,0.1981,0.8283
ego-facebook,edge,-1,all,False,struct,attr_17,False,0.0,0.0,0.0
ego-facebook,ggsd,-1,all,False,struct,attr_17,True,0.0,0.0,0.4143
ego-facebook,grum,-1,all,False,struct,attr_17,True,0.0,0.0,0.3212
ego-facebook,edge,-1,all,False,struct,attr_18,True,0.706,0.3827,1.0
ego-facebook,ggsd,-1,all,False,struct,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,all,False,struct,attr_18,False,0.706,0.3827,1.0
ego-facebook,edge,-1,all,False,struct,attr_19,False,0.0,0.0,0.1156
ego-facebook,ggsd,-1,all,False,struct,attr_19,True,0.3708,0.2734,0.4683
ego-facebook,grum,-1,all,False,struct,attr_19,True,0.1463,0.0102,0.2825
ego-facebook,edge,-1,all,False,struct,attr_20,False,0.0,0.0,0.0994
ego-facebook,ggsd,-1,all,False,struct,attr_20,True,0.3487,0.2486,0.4488
ego-facebook,grum,-1,all,False,struct,attr_20,True,0.179,0.0544,0.3037
ego-facebook,edge,-1,all,False,struct,attr_21,False,0.0,0.0,0.0271
ego-facebook,ggsd,-1,all,False,struct,attr_21,True,0.0,0.0,0.1125
ego-facebook,grum,-1,all,False,struct,attr_21,True,0.0,0.0,0.1004
ego-facebook,edge,-1,all,False,struct,attr_22,False,0.803,0.6531,0.9528
ego-facebook,ggsd,-1,all,False,struct,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,all,False,struct,attr_22,True,0.8148,0.6579,0.9717
ego-facebook,edge,-1,all,False,struct,attr_23,False,0.0,0.0,0.047
ego-facebook,ggsd,-1,all,False,struct,attr_23,True,0.0,0.0,0.384
ego-facebook,grum,-1,all,False,struct,attr_23,False,0.0,0.0,0.0931
ego-facebook,edge,-1,all,False,struct,attr_24,False,0.8674,0.8214,0.9133
ego-facebook,ggsd,-1,all,False,struct,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,all,False,struct,attr_24,True,0.9183,0.8841,0.9525
ego-facebook,edge,-1,all,False,struct,attr_25,True,0.0,0.0,0.1808
ego-facebook,ggsd,-1,all,False,struct,attr_25,True,0.0659,0.0,0.2667
ego-facebook,grum,-1,all,False,struct,attr_25,True,0.2142,0.0552,0.3731
ego-facebook,edge,-1,all,False,struct,attr_26,False,0.187,0.0,0.4031
ego-facebook,ggsd,-1,all,False,struct,attr_26,False,0.0,0.0,0.3835
ego-facebook,grum,-1,all,False,struct,attr_26,False,0.1844,0.0,0.445
ego-facebook,edge,-1,all,False,struct,attr_27,False,0.1159,0.0,0.3782
ego-facebook,ggsd,-1,all,False,struct,attr_27,True,0.0461,0.0,0.5057
ego-facebook,grum,-1,all,False,struct,attr_27,False,0.0,0.0,0.2331
ego-facebook,edge,-1,all,False,all,attr_0,True,0.9031,0.8426,0.9636
ego-facebook,ggsd,-1,all,False,all,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,all,False,all,attr_0,True,0.8117,0.7118,0.9115
ego-facebook,edge,-1,all,False,all,attr_1,True,0.8055,0.6633,0.9477
ego-facebook,ggsd,-1,all,False,all,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,all,False,all,attr_1,True,0.6352,0.3887,0.8817
ego-facebook,edge,-1,all,False,all,attr_2,True,0.1908,0.0,0.6642
ego-facebook,ggsd,-1,all,False,all,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,all,False,all,attr_2,True,0.0,0.0,0.5732
ego-facebook,edge,-1,all,False,all,attr_3,True,0.78,0.6724,0.8876
ego-facebook,ggsd,-1,all,False,all,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,all,False,all,attr_3,True,0.455,0.1923,0.7176
ego-facebook,edge,-1,all,False,all,attr_4,True,0.0,0.0,0.4929
ego-facebook,ggsd,-1,all,False,all,attr_4,False,0.0,0.0,0.0399
ego-facebook,grum,-1,all,False,all,attr_4,True,0.0,0.0,0.0
ego-facebook,edge,-1,all,False,all,attr_5,True,0.5361,0.0603,1.0
ego-facebook,ggsd,-1,all,False,all,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,all,False,all,attr_5,True,0.4936,0.0,1.0
ego-facebook,edge,-1,all,False,all,attr_6,True,0.8897,0.7653,1.0
ego-facebook,ggsd,-1,all,False,all,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,all,False,all,attr_6,True,0.9176,0.8291,1.0
ego-facebook,edge,-1,all,False,all,attr_7,True,0.7134,0.6248,0.8019
ego-facebook,ggsd,-1,all,False,all,attr_7,True,0.4846,0.3902,0.5789
ego-facebook,grum,-1,all,False,all,attr_7,True,0.5735,0.4754,0.6717
ego-facebook,edge,-1,all,False,all,attr_8,True,0.5363,0.4143,0.6583
ego-facebook,ggsd,-1,all,False,all,attr_8,False,0.0,0.0,0.0
ego-facebook,grum,-1,all,False,all,attr_8,True,0.2713,0.1223,0.4204
ego-facebook,edge,-1,all,False,all,attr_9,True,0.5774,0.4448,0.7099
ego-facebook,ggsd,-1,all,False,all,attr_9,False,0.2766,0.1552,0.3979
ego-facebook,grum,-1,all,False,all,attr_9,True,0.3547,0.1918,0.5177
ego-facebook,edge,-1,all,False,all,attr_10,True,0.769,0.6125,0.9255
ego-facebook,ggsd,-1,all,False,all,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,all,False,all,attr_10,True,0.5742,0.2933,0.8551
ego-facebook,edge,-1,all,False,all,attr_11,True,0.9451,0.8944,0.9957
ego-facebook,ggsd,-1,all,False,all,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,all,False,all,attr_11,True,0.8335,0.7203,0.9466
ego-facebook,edge,-1,all,False,all,attr_12,True,0.0,0.0,0.4384
ego-facebook,ggsd,-1,all,False,all,attr_12,False,0.0,0.0,0.0
ego-facebook,grum,-1,all,False,all,attr_12,True,0.0,0.0,0.0
ego-facebook,edge,-1,all,False,all,attr_13,True,0.2159,0.0,0.5424
ego-facebook,ggsd,-1,all,False,all,attr_13,False,0.0,0.0,0.2283
ego-facebook,grum,-1,all,False,all,attr_13,True,0.0,0.0,0.0646
ego-facebook,edge,-1,all,False,all,attr_14,True,0.5241,0.3314,0.7169
ego-facebook,ggsd,-1,all,False,all,attr_14,False,0.0,0.0,0.4161
ego-facebook,grum,-1,all,False,all,attr_14,True,0.0,0.0,0.3985
ego-facebook,edge,-1,all,False,all,attr_15,True,0.7498,0.5996,0.9
ego-facebook,ggsd,-1,all,False,all,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,all,False,all,attr_15,True,0.7218,0.5529,0.8908
ego-facebook,edge,-1,all,False,all,attr_16,True,0.7725,0.6047,0.9402
ego-facebook,ggsd,-1,all,False,all,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,all,False,all,attr_16,True,0.5984,0.3184,0.8784
ego-facebook,edge,-1,all,False,all,attr_17,True,0.0,0.0,0.5524
ego-facebook,ggsd,-1,all,False,all,attr_17,True,0.0,0.0,0.4143
ego-facebook,grum,-1,all,False,all,attr_17,True,0.0,0.0,0.2927
ego-facebook,edge,-1,all,False,all,attr_18,False,0.7372,0.5044,0.97
ego-facebook,ggsd,-1,all,False,all,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,all,False,all,attr_18,True,0.791,0.5471,1.0
ego-facebook,edge,-1,all,False,all,attr_19,True,0.8753,0.796,0.9545
ego-facebook,ggsd,-1,all,False,all,attr_19,True,0.2103,0.074,0.3466
ego-facebook,grum,-1,all,False,all,attr_19,True,0.5675,0.3685,0.7666
ego-facebook,edge,-1,all,False,all,attr_20,True,0.8418,0.7476,0.9361
ego-facebook,ggsd,-1,all,False,all,attr_20,True,0.1395,0.0,0.2828
ego-facebook,grum,-1,all,False,all,attr_20,True,0.654,0.4448,0.8632
ego-facebook,edge,-1,all,False,all,attr_21,True,0.3326,0.0984,0.5668
ego-facebook,ggsd,-1,all,False,all,attr_21,False,0.0,0.0,0.0
ego-facebook,grum,-1,all,False,all,attr_21,True,0.3501,0.1961,0.5041
ego-facebook,edge,-1,all,False,all,attr_22,True,0.7588,0.5654,0.9522
ego-facebook,ggsd,-1,all,False,all,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,all,False,all,attr_22,True,0.8545,0.7173,0.9917
ego-facebook,edge,-1,all,False,all,attr_23,True,0.2762,0.0,0.5958
ego-facebook,ggsd,-1,all,False,all,attr_23,False,0.0,0.0,0.1944
ego-facebook,grum,-1,all,False,all,attr_23,True,0.0,0.0,0.3585
ego-facebook,edge,-1,all,False,all,attr_24,True,0.9102,0.8711,0.9492
ego-facebook,ggsd,-1,all,False,all,attr_24,False,0.9341,0.9045,0.9637
ego-facebook,grum,-1,all,False,all,attr_24,True,0.9446,0.9178,0.9715
ego-facebook,edge,-1,all,False,all,attr_25,True,0.4284,0.2851,0.5718
ego-facebook,ggsd,-1,all,False,all,attr_25,True,0.1755,0.0191,0.3319
ego-facebook,grum,-1,all,False,all,attr_25,True,0.1883,0.0,0.3898
ego-facebook,edge,-1,all,False,all,attr_26,True,0.531,0.3123,0.7496
ego-facebook,ggsd,-1,all,False,all,attr_26,False,0.0,0.0,0.3629
ego-facebook,grum,-1,all,False,all,attr_26,True,0.0,0.0,0.4172
ego-facebook,edge,-1,all,False,all,attr_27,True,0.6594,0.5038,0.815
ego-facebook,ggsd,-1,all,False,all,attr_27,True,0.0461,0.0,0.5057
ego-facebook,grum,-1,all,False,all,attr_27,True,0.2125,0.0,0.5572
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_0,True,0.9424,0.8992,0.9857
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_0,False,0.8126,0.7153,0.9099
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_0,True,0.8335,0.7444,0.9226
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_1,True,0.8893,0.7965,0.9822
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_1,False,0.62,0.3648,0.8751
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_1,True,0.7115,0.5084,0.9145
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_2,True,0.2459,0.0,0.732
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_2,False,0.0,0.0,0.6294
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_2,True,0.0,0.0,0.4831
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_3,True,0.8126,0.7153,0.9099
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_3,False,0.6465,0.4537,0.8392
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_3,True,0.5984,0.4313,0.7655
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_4,True,0.0,0.0,0.4034
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_4,True,0.0,0.0,0.1508
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_4,True,0.0,0.0,0.2431
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_5,True,0.6642,0.334,0.9945
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_5,False,0.4936,0.0,1.0
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_5,True,0.4512,0.0,1.0
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_6,True,0.9178,0.8201,1.0
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_6,False,0.8616,0.7125,1.0
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_6,True,0.9297,0.8481,1.0
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_7,True,0.7321,0.649,0.8151
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_7,False,0.4292,0.3279,0.5304
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_7,True,0.6227,0.5373,0.7082
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_8,True,0.4129,0.2502,0.5757
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_8,True,0.0,0.0,0.1616
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_8,True,0.2648,0.1197,0.4099
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_9,True,0.7386,0.6635,0.8137
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_9,True,0.5001,0.406,0.5941
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_9,True,0.3126,0.1287,0.4965
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_10,True,0.769,0.6125,0.9255
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_10,False,0.5742,0.2933,0.8551
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_10,False,0.582,0.3171,0.8469
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_11,True,0.9485,0.9015,0.9956
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_11,False,0.7553,0.6029,0.9078
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_11,True,0.8111,0.6866,0.9357
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_12,True,0.0374,0.0,0.451
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_12,False,0.0,0.0,0.0
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_12,True,0.0,0.0,0.1818
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_13,True,0.0435,0.0,0.4905
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_13,False,0.0,0.0,0.2738
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_13,True,0.0,0.0,0.1802
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_14,True,0.2528,0.0,0.6211
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_14,False,0.0,0.0,0.3867
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_14,True,0.0,0.0,0.3979
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_15,True,0.8125,0.6926,0.9325
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_15,False,0.733,0.5695,0.8965
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_15,True,0.7744,0.6402,0.9086
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_16,True,0.7877,0.6289,0.9465
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_16,False,0.4601,0.08,0.8402
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_16,True,0.5481,0.2384,0.8578
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_17,True,0.0,0.0,0.5689
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_17,True,0.0,0.0,0.4143
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_17,True,0.0,0.0,0.2572
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_18,True,0.6636,0.3015,1.0
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_18,False,0.7485,0.4644,1.0
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_18,True,0.7485,0.4644,1.0
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_19,True,0.6518,0.4247,0.879
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_19,True,0.2522,0.1098,0.3945
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_19,True,0.6999,0.5757,0.824
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_20,True,0.7217,0.5327,0.9107
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_20,True,0.3446,0.2339,0.4554
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_20,True,0.7347,0.6014,0.868
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_21,True,0.3117,0.0711,0.5523
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_21,False,0.0,0.0,0.1416
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_21,True,0.1929,0.0,0.4017
ego-facebook,edge,-1,['avg_neigh_deg'],False,all,attr_22,True,0.8895,0.7839,0.995
ego-facebook,ggsd,-1,['avg_neigh_deg'],False,all,attr_22,False,0.8545,0.7173,0.9917
ego-facebook,grum,-1,['avg_neigh_deg'],False,all,attr_22,True,0.8755,0.7538,0.9972
